System check identified some issues:

WARNINGS:
email_campaign.User: (auth.W004) 'User.email' is named as the 'USERNAME_FIELD', but it is not unique.
	HINT: Ensure that your authentication backend(s) can handle non-unique usernames.

System check identified 1 issue (0 silenced).
[24/Jul/2026 10:04:38] "GET /api/contacts/ HTTP/1.1" 200 132101
[24/Jul/2026 10:04:48] "GET /api/tele-campaign-contacts/?assigned_only=true HTTP/1.1" 200 9311
[24/Jul/2026 10:04:48] "GET /api/tele-campaign-contacts/?assigned_only=true HTTP/1.1" 200 9311
[24/Jul/2026 10:07:37] "POST /api/login/ HTTP/1.1" 400 76
[24/Jul/2026 10:07:49] "POST /api/login/ HTTP/1.1" 400 76
[24/Jul/2026 10:07:52] "POST /api/login/ HTTP/1.1" 200 1054
[24/Jul/2026 10:08:09] "GET /api/tele-activities/ HTTP/1.1" 200 13684
[24/Jul/2026 10:08:15] "GET /api/auth/me/ HTTP/1.1" 200 382
[24/Jul/2026 10:08:15] "GET /api/tele-categories/?active=true HTTP/1.1" 200 40
[24/Jul/2026 10:08:15] "GET /api/tele-campaigns/?scope=mine HTTP/1.1" 200 1078
[24/Jul/2026 10:08:15] "GET /api/auth/me/ HTTP/1.1" 200 382
[24/Jul/2026 10:08:15] "GET /api/tele-categories/?active=true HTTP/1.1" 200 40
[24/Jul/2026 10:08:16] "GET /api/tele-campaigns/?scope=mine HTTP/1.1" 200 1078
[24/Jul/2026 10:08:16] "GET /api/tele-campaigns/4/stats/ HTTP/1.1" 404 53
[24/Jul/2026 10:08:16] "GET /api/tele-campaigns/?scope=mine HTTP/1.1" 200 1078
[24/Jul/2026 10:08:16] "GET /api/tele-campaign-contacts/workspace/?campaign=4&scope=mine&show_all=true HTTP/1.1" 200 104277
[24/Jul/2026 10:08:21] "GET /api/tele-campaign-contacts/?assigned_only=true HTTP/1.1" 200 9311
[24/Jul/2026 10:08:21] "GET /api/tele-campaign-contacts/?assigned_only=true HTTP/1.1" 200 9311
[24/Jul/2026 10:21:46] "GET /api/tele-campaign-contacts/?assigned_only=true HTTP/1.1" 200 9311
[24/Jul/2026 10:24:03] "GET /api/auth/me/ HTTP/1.1" 200 382
[24/Jul/2026 10:24:03] "GET /api/tele-categories/?active=true HTTP/1.1" 200 40
[24/Jul/2026 10:24:03] "GET /api/auth/me/ HTTP/1.1" 200 382
[24/Jul/2026 10:24:03] "GET /api/tele-categories/?active=true HTTP/1.1" 200 40
[24/Jul/2026 10:24:03] "GET /api/tele-campaigns/?scope=mine HTTP/1.1" 200 1078
[24/Jul/2026 10:24:03] "GET /api/tele-campaigns/4/stats/ HTTP/1.1" 404 53
[24/Jul/2026 10:24:03] "GET /api/tele-campaigns/?scope=mine HTTP/1.1" 200 1078
[24/Jul/2026 10:24:04] "GET /api/tele-campaigns/?scope=mine HTTP/1.1" 200 1078
[24/Jul/2026 10:24:04] "GET /api/tele-campaign-contacts/workspace/?campaign=4&scope=mine&show_all=true HTTP/1.1" 200 104277
[24/Jul/2026 10:24:04] "GET /api/tele-campaign-contacts/?assigned_only=true HTTP/1.1" 200 9311
[24/Jul/2026 10:24:05] "GET /api/tele-campaign-contacts/?assigned_only=true HTTP/1.1" 200 9311
[24/Jul/2026 10:24:06] "GET /api/tele-categories/?active=true HTTP/1.1" 200 40
[24/Jul/2026 10:24:06] "GET /api/auth/me/ HTTP/1.1" 200 382
[24/Jul/2026 10:24:06] "GET /api/tele-campaign-contacts/?assigned_only=true HTTP/1.1" 200 9311
[24/Jul/2026 10:24:06] "GET /api/auth/me/ HTTP/1.1" 200 382
[24/Jul/2026 10:24:07] "GET /api/tele-categories/?active=true HTTP/1.1" 200 40
[24/Jul/2026 10:24:07] "GET /api/tele-campaign-contacts/contact_history/?contact_id=150 HTTP/1.1" 200 655
[24/Jul/2026 10:24:07] "GET /api/tele-campaign-contacts/?assigned_only=true HTTP/1.1" 200 9311
[24/Jul/2026 10:24:07] "GET /api/tele-campaign-contacts/contact_history/?contact_id=150 HTTP/1.1" 200 655
[24/Jul/2026 10:24:39] "POST /api/tele-campaign-contacts/log_activity/ HTTP/1.1" 500 145
[24/Jul/2026 10:24:43] "POST /api/tele-campaign-contacts/log_activity/ HTTP/1.1" 500 145
[24/Jul/2026 10:25:28] "POST /api/tele-campaign-contacts/log_activity/ HTTP/1.1" 500 145
[24/Jul/2026 10:41:12] "GET /api/auth/me/ HTTP/1.1" 200 382
[24/Jul/2026 10:41:13] "GET /api/tele-categories/?active=true HTTP/1.1" 200 40
[24/Jul/2026 10:41:13] "GET /api/auth/me/ HTTP/1.1" 200 382
[24/Jul/2026 10:41:13] "GET /api/tele-categories/?active=true HTTP/1.1" 200 40
[24/Jul/2026 10:41:13] "GET /api/tele-campaign-contacts/?assigned_only=true HTTP/1.1" 200 9311
[24/Jul/2026 10:41:16] "GET /api/tele-campaign-contacts/contact_history/?contact_id=150 HTTP/1.1" 200 655
[24/Jul/2026 10:41:16] "GET /api/tele-campaign-contacts/?assigned_only=true HTTP/1.1" 200 9311
[24/Jul/2026 10:41:16] "GET /api/tele-campaign-contacts/contact_history/?contact_id=150 HTTP/1.1" 200 655
[24/Jul/2026 10:41:16] "GET /api/tele-categories/?active=true HTTP/1.1" 200 40
[24/Jul/2026 10:41:18] "GET /api/auth/me/ HTTP/1.1" 200 382
[24/Jul/2026 10:41:18] "GET /api/tele-campaign-contacts/?assigned_only=true HTTP/1.1" 200 9311
[24/Jul/2026 10:41:18] "GET /api/tele-categories/?active=true HTTP/1.1" 200 40
[24/Jul/2026 10:41:19] "GET /api/auth/me/ HTTP/1.1" 200 382
[24/Jul/2026 10:41:19] "GET /api/auth/me/ HTTP/1.1" 200 382
[24/Jul/2026 10:41:19] "GET /api/tele-categories/?active=true HTTP/1.1" 200 40
[24/Jul/2026 10:41:19] "GET /api/auth/me/ HTTP/1.1" 200 382
[24/Jul/2026 10:41:20] "GET /api/tele-campaign-contacts/?assigned_only=true HTTP/1.1" 200 9311
[24/Jul/2026 10:41:20] "GET /api/tele-categories/?active=true HTTP/1.1" 200 40
[24/Jul/2026 10:41:21] "GET /api/tele-campaign-contacts/?assigned_only=true HTTP/1.1" 200 9311
[24/Jul/2026 10:41:21] "GET /api/tele-campaign-contacts/?assigned_only=true HTTP/1.1" 200 9311
[24/Jul/2026 10:41:22] "GET /api/tele-campaign-contacts/?assigned_only=true HTTP/1.1" 200 9311
[24/Jul/2026 10:41:22] "GET /api/tele-campaign-contacts/?assigned_only=true HTTP/1.1" 200 9311
[24/Jul/2026 10:41:23] "GET /api/tele-campaign-contacts/?assigned_only=true HTTP/1.1" 200 9311
[24/Jul/2026 10:41:23] "GET /api/tele-campaign-contacts/?assigned_only=true HTTP/1.1" 200 9311
[24/Jul/2026 10:41:24] "GET /api/tele-campaign-contacts/?assigned_only=true HTTP/1.1" 200 9311
[24/Jul/2026 10:41:24] "GET /api/tele-campaign-contacts/contact_history/?contact_id=150 HTTP/1.1" 200 655
[24/Jul/2026 10:41:24] "GET /api/tele-campaign-contacts/contact_history/?contact_id=150 HTTP/1.1" 200 655
[24/Jul/2026 10:41:24] "GET /api/tele-campaign-contacts/?assigned_only=true HTTP/1.1" 200 9311
[24/Jul/2026 10:41:52] "POST /api/tele-campaign-contacts/log_activity/ HTTP/1.1" 500 145
[24/Jul/2026 10:54:18] "GET /api/auth/me/ HTTP/1.1" 200 382
[24/Jul/2026 10:54:18] "GET /api/tele-categories/?active=true HTTP/1.1" 200 40
[24/Jul/2026 10:54:18] "GET /api/auth/me/ HTTP/1.1" 200 382
[24/Jul/2026 10:54:18] "GET /api/tele-categories/?active=true HTTP/1.1" 200 40
[24/Jul/2026 10:54:18] "GET /api/tele-campaign-contacts/?assigned_only=true HTTP/1.1" 200 9311
[24/Jul/2026 10:54:18] "GET /api/tele-campaign-contacts/contact_history/?contact_id=150 HTTP/1.1" 200 655
[24/Jul/2026 10:54:19] "GET /api/tele-campaign-contacts/?assigned_only=true HTTP/1.1" 200 9311
[24/Jul/2026 10:54:19] "GET /api/tele-campaign-contacts/contact_history/?contact_id=150 HTTP/1.1" 200 655
[24/Jul/2026 10:55:00] "POST /api/tele-campaign-contacts/log_activity/ HTTP/1.1" 500 145
[24/Jul/2026 10:55:05] "POST /api/tele-campaign-contacts/log_activity/ HTTP/1.1" 500 145
[24/Jul/2026 10:55:15] "POST /api/tele-campaign-contacts/log_activity/ HTTP/1.1" 500 145
[24/Jul/2026 11:05:50] "POST /api/tele-campaign-contacts/log_activity/ HTTP/1.1" 500 145
[24/Jul/2026 11:26:46] "POST /api/tele-campaign-contacts/log_activity/ HTTP/1.1" 500 145
[24/Jul/2026 11:34:52] "GET /api/auth/me/ HTTP/1.1" 200 382
[24/Jul/2026 11:34:52] "GET /api/tele-categories/?active=true HTTP/1.1" 200 40
[24/Jul/2026 11:34:53] "GET /api/tele-campaign-contacts/?assigned_only=true HTTP/1.1" 200 9311
[24/Jul/2026 11:34:53] "GET /api/auth/me/ HTTP/1.1" 200 382
[24/Jul/2026 11:34:53] "GET /api/tele-campaign-contacts/?assigned_only=true HTTP/1.1" 500 145
[24/Jul/2026 11:34:53] "GET /api/tele-categories/?active=true HTTP/1.1" 200 40
[24/Jul/2026 15:13:05] "POST /api/login/ HTTP/1.1" 400 76
[24/Jul/2026 15:13:55] "POST /api/login/ HTTP/1.1" 400 76
[24/Jul/2026 15:13:55] "POST /api/login/ HTTP/1.1" 400 45
[24/Jul/2026 15:16:32] "POST /api/login/ HTTP/1.1" 400 76
[24/Jul/2026 15:17:22] "POST /api/login/ HTTP/1.1" 400 76
[24/Jul/2026 15:17:22] "POST /api/login/ HTTP/1.1" 400 45
[24/Jul/2026 15:18:08] "POST /api/login/ HTTP/1.1" 400 76
[24/Jul/2026 15:18:09] "POST /api/login/ HTTP/1.1" 400 45
[24/Jul/2026 15:20:58] "POST /api/login/ HTTP/1.1" 400 76
[24/Jul/2026 15:20:58] "POST /api/login/ HTTP/1.1" 400 49
[24/Jul/2026 15:21:05] "POST /api/login/ HTTP/1.1" 400 49
[24/Jul/2026 15:21:05,390] - Broken pipe from ('127.0.0.1', 53565)
[24/Jul/2026 15:21:05] "POST /api/login/ HTTP/1.1" 400 49
[24/Jul/2026 15:21:05,808] - Broken pipe from ('127.0.0.1', 53580)
[24/Jul/2026 15:24:32] "POST /api/login/ HTTP/1.1" 400 45
[24/Jul/2026 15:24:32,541] - Broken pipe from ('127.0.0.1', 63956)
[24/Jul/2026 15:24:58] "POST /api/login/ HTTP/1.1" 400 45
[24/Jul/2026 15:26:05] "POST /api/login/ HTTP/1.1" 400 76
[24/Jul/2026 15:26:06] "POST /api/login/ HTTP/1.1" 400 45
[24/Jul/2026 15:26:59] "POST /api/login/ HTTP/1.1" 400 76
[24/Jul/2026 15:26:59] "POST /api/login/ HTTP/1.1" 400 45
[24/Jul/2026 15:30:20] "POST /api/login/ HTTP/1.1" 400 49
[24/Jul/2026 15:30:20] "POST /api/login/ HTTP/1.1" 400 49
[24/Jul/2026 15:30:20,945] - Broken pipe from ('127.0.0.1', 54557)
[24/Jul/2026 15:30:21,308] - Broken pipe from ('127.0.0.1', 54572)
[24/Jul/2026 15:30:40] "POST /api/login/ HTTP/1.1" 400 76
[24/Jul/2026 15:31:30] "POST /api/login/ HTTP/1.1" 400 76
[24/Jul/2026 15:31:31] "POST /api/login/ HTTP/1.1" 400 45
[24/Jul/2026 15:31:38] "POST /api/login/ HTTP/1.1" 400 45
[24/Jul/2026 15:31:39,015] - Broken pipe from ('127.0.0.1', 49938)
[24/Jul/2026 15:35:44] "POST /api/login/ HTTP/1.1" 200 1054
[24/Jul/2026 15:35:44,760] - Broken pipe from ('127.0.0.1', 49679)
[24/Jul/2026 15:35:51] "POST /api/login/ HTTP/1.1" 400 76
[24/Jul/2026 15:35:53] "POST /api/login/ HTTP/1.1" 200 1054
[24/Jul/2026 15:36:06] "POST /api/login/ HTTP/1.1" 200 1054
[24/Jul/2026 15:36:06,964] - Broken pipe from ('127.0.0.1', 65256)
[24/Jul/2026 15:36:13] "POST /api/login/ HTTP/1.1" 400 76
[24/Jul/2026 15:36:15] "POST /api/login/ HTTP/1.1" 200 1054
[24/Jul/2026 15:36:24] "POST /api/login/ HTTP/1.1" 400 76
[24/Jul/2026 15:36:26] "POST /api/login/ HTTP/1.1" 200 1054
[24/Jul/2026 15:36:50] "POST /api/login/ HTTP/1.1" 400 76
[24/Jul/2026 15:37:40] "POST /api/login/ HTTP/1.1" 400 76
[24/Jul/2026 15:37:42] "POST /api/login/ HTTP/1.1" 200 1054
[24/Jul/2026 15:37:42] "POST /api/login/ HTTP/1.1" 200 1054
[24/Jul/2026 15:37:49] "POST /api/login/ HTTP/1.1" 400 76
[24/Jul/2026 15:37:52] "POST /api/login/ HTTP/1.1" 200 1054
[24/Jul/2026 15:38:42] "POST /api/login/ HTTP/1.1" 400 76
[24/Jul/2026 15:38:44] "POST /api/login/ HTTP/1.1" 200 1054
[24/Jul/2026 15:39:34] "POST /api/login/ HTTP/1.1" 400 76
[24/Jul/2026 15:47:27] "POST /api/login/ HTTP/1.1" 400 76
[24/Jul/2026 15:47:29] "POST /api/login/ HTTP/1.1" 200 1054
[24/Jul/2026 15:50:58] "POST /api/login/ HTTP/1.1" 400 76
[24/Jul/2026 15:51:19] "POST /api/login/ HTTP/1.1" 400 76
[24/Jul/2026 15:51:34] "POST /api/login/ HTTP/1.1" 400 76
[24/Jul/2026 15:51:35] "POST /api/login/ HTTP/1.1" 400 45
[24/Jul/2026 15:52:58] "POST /api/login/ HTTP/1.1" 400 76
[24/Jul/2026 15:53:00] "POST /api/login/ HTTP/1.1" 200 1054
[24/Jul/2026 15:53:00,729] - Broken pipe from ('127.0.0.1', 50076)
[24/Jul/2026 15:53:01] "POST /api/login/ HTTP/1.1" 200 1054
[24/Jul/2026 17:06:48] "POST /api/login/ HTTP/1.1" 400 76
[25/Jul/2026 14:40:56] "POST /api/login/ HTTP/1.1" 400 76
[25/Jul/2026 14:41:15] "POST /api/login/ HTTP/1.1" 400 76
[25/Jul/2026 14:41:59] "POST /api/login/ HTTP/1.1" 400 76
[25/Jul/2026 14:42:02] "POST /api/login/ HTTP/1.1" 200 1054
[25/Jul/2026 14:42:06] "POST /api/login/ HTTP/1.1" 400 76
[25/Jul/2026 14:42:08] "POST /api/company-portal-login/ HTTP/1.1" 200 1123
[25/Jul/2026 14:42:11] "GET /api/whatsapp-stats/ HTTP/1.1" 200 115
[25/Jul/2026 14:42:11] "GET /api/marketing-campaigns/ HTTP/1.1" 200 2
[25/Jul/2026 14:42:11] "GET /api/dashboard/stats/ HTTP/1.1" 200 236
C:\Users\malav\AppData\Roaming\Python\Python314\site-packages\django\db\models\fields\__init__.py:1612: RuntimeWarning: DateTimeField Contact.created_at received a naive datetime (2026-04-01 00:00:00) while time zone support is active.
  warnings.warn(
C:\Users\malav\AppData\Roaming\Python\Python314\site-packages\django\db\models\fields\__init__.py:1612: RuntimeWarning: DateTimeField Contact.created_at received a naive datetime (2027-04-01 00:00:00) while time zone support is active.
  warnings.warn(
C:\Users\malav\AppData\Roaming\Python\Python314\site-packages\django\db\models\fields\__init__.py:1612: RuntimeWarning: DateTimeField MarketingRecipient.sent_at received a naive datetime (2026-04-01 00:00:00) while time zone support is active.
  warnings.warn(
C:\Users\malav\AppData\Roaming\Python\Python314\site-packages\django\db\models\fields\__init__.py:1612: RuntimeWarning: DateTimeField MarketingRecipient.sent_at received a naive datetime (2027-04-01 00:00:00) while time zone support is active.
  warnings.warn(
C:\Users\malav\AppData\Roaming\Python\Python314\site-packages\django\db\models\fields\__init__.py:1612: RuntimeWarning: DateTimeField WhatsAppRecipient.sent_at received a naive datetime (2026-04-01 00:00:00) while time zone support is active.
  warnings.warn(
C:\Users\malav\AppData\Roaming\Python\Python314\site-packages\django\db\models\fields\__init__.py:1612: RuntimeWarning: DateTimeField WhatsAppRecipient.sent_at received a naive datetime (2027-04-01 00:00:00) while time zone support is active.
  warnings.warn(
[25/Jul/2026 14:42:11] "GET /api/whatsapp-stats/ HTTP/1.1" 200 115
[25/Jul/2026 14:42:11] "GET /api/dashboard/recent-activity/ HTTP/1.1" 200 2
[25/Jul/2026 14:42:11] "GET /api/dashboard/monthly-performance/ HTTP/1.1" 200 1110
[25/Jul/2026 14:42:11] "GET /api/marketing-campaigns/ HTTP/1.1" 200 2
[25/Jul/2026 14:42:11] "GET /api/dashboard/stats/ HTTP/1.1" 200 236
[25/Jul/2026 14:42:11] "GET /api/dashboard/recent-activity/ HTTP/1.1" 200 2
[25/Jul/2026 14:42:12] "GET /api/dashboard/monthly-performance/ HTTP/1.1" 200 1110
[25/Jul/2026 14:42:12] "GET /api/tele-campaigns/ HTTP/1.1" 200 2916
[25/Jul/2026 14:42:12] "GET /api/contacts/?is_verified=true HTTP/1.1" 200 56720
[25/Jul/2026 14:42:12] "GET /api/tele-campaigns/ HTTP/1.1" 200 2916
[25/Jul/2026 14:42:12] "GET /api/contacts/?is_verified=true HTTP/1.1" 200 56720
[25/Jul/2026 14:42:12] "GET /api/contacts/ HTTP/1.1" 200 132101
[25/Jul/2026 14:42:13] "GET /api/contacts/ HTTP/1.1" 200 132101
[25/Jul/2026 14:42:24] "GET /api/users-list/ HTTP/1.1" 200 662
[25/Jul/2026 14:42:25] "GET /api/users-list/ HTTP/1.1" 200 662
[25/Jul/2026 14:42:26] "GET /api/contacts/ HTTP/1.1" 200 132101
[25/Jul/2026 14:42:37] "POST /api/logout/ HTTP/1.1" 205 57
[25/Jul/2026 14:42:47] "POST /api/login/ HTTP/1.1" 400 76
[25/Jul/2026 14:43:22] "POST /api/login/ HTTP/1.1" 400 76
[25/Jul/2026 14:43:37] "POST /api/login/ HTTP/1.1" 400 76
[25/Jul/2026 14:43:40] "POST /api/login/ HTTP/1.1" 200 1054
[25/Jul/2026 14:45:07] "POST /api/login/ HTTP/1.1" 400 76
[25/Jul/2026 14:45:10] "POST /api/company-portal-login/ HTTP/1.1" 200 1123
[25/Jul/2026 14:45:10] "GET /api/whatsapp-stats/ HTTP/1.1" 200 115
[25/Jul/2026 14:45:10] "GET /api/marketing-campaigns/ HTTP/1.1" 200 2
[25/Jul/2026 14:45:10] "GET /api/dashboard/stats/ HTTP/1.1" 200 236
[25/Jul/2026 14:45:11] "GET /api/dashboard/recent-activity/ HTTP/1.1" 200 2
[25/Jul/2026 14:45:11] "GET /api/whatsapp-stats/ HTTP/1.1" 200 115
[25/Jul/2026 14:45:11] "GET /api/dashboard/monthly-performance/ HTTP/1.1" 200 1110
[25/Jul/2026 14:45:11] "GET /api/marketing-campaigns/ HTTP/1.1" 200 2
[25/Jul/2026 14:45:11] "GET /api/dashboard/recent-activity/ HTTP/1.1" 200 2
[25/Jul/2026 14:45:11] "GET /api/dashboard/stats/ HTTP/1.1" 200 236
[25/Jul/2026 14:45:11] "GET /api/dashboard/monthly-performance/ HTTP/1.1" 200 1110
[25/Jul/2026 14:45:11] "GET /api/tele-campaigns/ HTTP/1.1" 200 2916
[25/Jul/2026 14:45:11] "GET /api/contacts/?is_verified=true HTTP/1.1" 200 56720
[25/Jul/2026 14:45:12] "GET /api/tele-campaigns/ HTTP/1.1" 200 2916
[25/Jul/2026 14:45:12] "GET /api/contacts/?is_verified=true HTTP/1.1" 200 56720
[25/Jul/2026 14:45:12] "GET /api/contacts/ HTTP/1.1" 200 132101
[25/Jul/2026 14:45:13] "GET /api/contacts/ HTTP/1.1" 200 132101
[25/Jul/2026 14:45:15] "GET /api/tele-campaign-contacts/?assigned_only=true HTTP/1.1" 200 52
[25/Jul/2026 14:45:15] "GET /api/tele-campaign-contacts/?assigned_only=true HTTP/1.1" 200 52
[25/Jul/2026 14:45:18] "GET /api/auth/me/ HTTP/1.1" 200 374
[25/Jul/2026 14:45:18] "GET /api/tele-categories/?active=true HTTP/1.1" 200 40
[25/Jul/2026 14:45:18] "GET /api/tele-campaigns/?scope=mine HTTP/1.1" 200 819
[25/Jul/2026 14:45:18] "GET /api/auth/me/ HTTP/1.1" 200 374
[25/Jul/2026 14:45:18] "GET /api/tele-categories/?active=true HTTP/1.1" 200 40
[25/Jul/2026 14:45:18] "GET /api/tele-campaigns/?scope=mine HTTP/1.1" 200 819
[25/Jul/2026 14:45:18] "GET /api/tele-campaigns/1/stats/ HTTP/1.1" 200 210
[25/Jul/2026 14:45:18] "GET /api/tele-campaigns/?scope=mine HTTP/1.1" 200 819
[25/Jul/2026 14:45:18] "GET /api/tele-campaign-contacts/workspace/?campaign=1&scope=mine&show_all=true HTTP/1.1" 200 16122
[25/Jul/2026 14:45:22] "GET /api/users-list/ HTTP/1.1" 200 662
[25/Jul/2026 14:45:22] "GET /api/tele-campaign-contacts/?assigned_only=true HTTP/1.1" 200 52
[25/Jul/2026 14:45:22] "GET /api/users-list/ HTTP/1.1" 200 662
[25/Jul/2026 14:45:22] "GET /api/tele-campaigns/?scope=workspace HTTP/1.1" 200 2916
[25/Jul/2026 14:45:22] "GET /api/tele-campaign-contacts/1/ HTTP/1.1" 200 876
[25/Jul/2026 14:45:22] "GET /api/tele-campaign-contacts/contact_history/?contact_id=6 HTTP/1.1" 200 1734
[25/Jul/2026 14:45:22] "GET /api/tele-campaign-contacts/contact_history/?contact_id=6 HTTP/1.1" 200 1734
Automatic lead allocation skipped for contact 1: No active lead allocation rules are configured. Activate at least one SalesPie user on the Lead Allocation Rules page.
Failed to send new-warm-lead admin notification for campaign_contact 1
Traceback (most recent call last):
  File "C:\Users\malav\email_campaign_project-4\backend\email_campaign\lead_notify.py", line 84, in notify_admins_new_warm_lead
    email.send(fail_silently=False)
    ~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\malav\AppData\Roaming\Python\Python314\site-packages\django\core\mail\message.py", line 307, in send
    return self.get_connection(fail_silently).send_messages([self])
           ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^
  File "C:\Users\malav\AppData\Roaming\Python\Python314\site-packages\django\core\mail\backends\smtp.py", line 128, in send_messages
    new_conn_created = self.open()
  File "C:\Users\malav\AppData\Roaming\Python\Python314\site-packages\django\core\mail\backends\smtp.py", line 86, in open
    self.connection = self.connection_class(
                      ~~~~~~~~~~~~~~~~~~~~~^
        self.host, self.port, **connection_params
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "C:\Python314\Lib\smtplib.py", line 262, in __init__
    (code, msg) = self.connect(host, port)
                  ~~~~~~~~~~~~^^^^^^^^^^^^
  File "C:\Python314\Lib\smtplib.py", line 348, in connect
    self.sock = self._get_socket(host, port, self.timeout)
                ~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Python314\Lib\smtplib.py", line 319, in _get_socket
    return socket.create_connection((host, port), timeout,
           ~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^
                                    self.source_address)
                                    ^^^^^^^^^^^^^^^^^^^^
  File "C:\Python314\Lib\socket.py", line 870, in create_connection
    raise exceptions[0]
  File "C:\Python314\Lib\socket.py", line 855, in create_connection
    sock.connect(sa)
    ~~~~~~~~~~~~^^^^
ConnectionRefusedError: [WinError 10061] No connection could be made because the target machine actively refused it
Contact sync to http://127.0.0.1:8004/api/integrations/sync/contact/ failed for contact 6: 404 Client Error: Not Found for url: http://127.0.0.1:8004/api/integrations/sync/contact/
[25/Jul/2026 14:45:53] "POST /api/tele-campaign-contacts/log_activity/ HTTP/1.1" 201 2132
[25/Jul/2026 14:45:53] "GET /api/users/ HTTP/1.1" 200 2153
[25/Jul/2026 14:45:53] "GET /api/tele-activities/ HTTP/1.1" 200 17569
[25/Jul/2026 14:45:54] "GET /api/tele-campaigns/ HTTP/1.1" 200 2916
[25/Jul/2026 14:45:54] "GET /api/users/ HTTP/1.1" 200 2153
[25/Jul/2026 14:45:54] "GET /api/tele-activities/ HTTP/1.1" 200 17569
[25/Jul/2026 14:45:54] "GET /api/tele-campaigns/ HTTP/1.1" 200 2916
[25/Jul/2026 14:45:59] "GET /api/tele-categories/?active=true HTTP/1.1" 200 40
[25/Jul/2026 14:45:59] "GET /api/auth/me/ HTTP/1.1" 200 374
[25/Jul/2026 14:45:59] "GET /api/tele-campaigns/?scope=mine HTTP/1.1" 200 819
[25/Jul/2026 14:46:00] "GET /api/auth/me/ HTTP/1.1" 200 374
[25/Jul/2026 14:46:00] "GET /api/tele-categories/?active=true HTTP/1.1" 200 40
[25/Jul/2026 14:46:00] "GET /api/tele-campaigns/?scope=mine HTTP/1.1" 200 819
[25/Jul/2026 14:46:00] "GET /api/tele-campaigns/1/stats/ HTTP/1.1" 200 210
[25/Jul/2026 14:46:00] "GET /api/tele-campaign-contacts/workspace/?campaign=1&scope=mine&show_all=true HTTP/1.1" 200 16728
[25/Jul/2026 14:46:00] "GET /api/tele-campaigns/?scope=mine HTTP/1.1" 200 819
[25/Jul/2026 14:46:02] "GET /api/tele-campaign-contacts/?assigned_only=true HTTP/1.1" 200 52
[25/Jul/2026 14:46:02] "GET /api/tele-campaign-contacts/?assigned_only=true HTTP/1.1" 200 52
[25/Jul/2026 14:46:05] "GET /api/tele-categories/?active=true HTTP/1.1" 200 40
[25/Jul/2026 14:46:05] "GET /api/my-warm-leads/?filter=all HTTP/1.1" 200 5538
[25/Jul/2026 14:46:05] "GET /api/tele-categories/?active=true HTTP/1.1" 200 40
[25/Jul/2026 14:46:05] "GET /api/my-warm-leads/?filter=all HTTP/1.1" 200 5538
[25/Jul/2026 14:46:11] "GET /api/tele-categories/?active=true HTTP/1.1" 200 40
[25/Jul/2026 14:46:11] "GET /api/tele-categories/?active=true HTTP/1.1" 200 40
[25/Jul/2026 14:46:11] "GET /api/tele-campaign-contacts/mql/?lead_type=warm HTTP/1.1" 200 17100
[25/Jul/2026 14:46:11] "GET /api/tele-campaigns/ HTTP/1.1" 200 2916
[25/Jul/2026 14:46:11] "GET /api/tele-categories/?active=true HTTP/1.1" 200 40
[25/Jul/2026 14:46:11] "GET /api/tele-categories/?active=true HTTP/1.1" 200 40
[25/Jul/2026 14:46:12] "GET /api/tele-campaign-contacts/mql/?lead_type=warm HTTP/1.1" 200 17100
[25/Jul/2026 14:46:12] "GET /api/tele-campaigns/ HTTP/1.1" 200 2916
Auto-refresh of SalesPie users failed, serving cache: HTTPConnectionPool(host='192.168.1.2', port=8001): Max retries exceeded with url: /api/integrations/sync/users/ (Caused by ConnectTimeoutError(<HTTPConnection(host='192.168.1.2', port=8001) at 0x21345f1bb10>, 'Connection to 192.168.1.2 timed out. (connect timeout=10)'))
[25/Jul/2026 14:46:15] "GET /api/salespie-users/ HTTP/1.1" 200 12
[25/Jul/2026 14:46:16] "GET /api/tele-categories/?active=true HTTP/1.1" 200 40
[25/Jul/2026 14:46:16] "GET /api/my-warm-leads/?filter=all HTTP/1.1" 200 5538
[25/Jul/2026 14:46:16] "GET /api/tele-categories/?active=true HTTP/1.1" 200 40
[25/Jul/2026 14:46:16] "GET /api/my-warm-leads/?filter=all HTTP/1.1" 200 5538
Auto-refresh of SalesPie users failed, serving cache: HTTPConnectionPool(host='192.168.1.2', port=8001): Max retries exceeded with url: /api/integrations/sync/users/ (Caused by ConnectTimeoutError(<HTTPConnection(host='192.168.1.2', port=8001) at 0x21346214b90>, 'Connection to 192.168.1.2 timed out. (connect timeout=10)'))
[25/Jul/2026 14:46:25] "GET /api/salespie-users/ HTTP/1.1" 200 12
